user_name,emp_name,email_id,phone_number,emp_address,emp_password,emp_role,salary,skill
Helen Davies,Sean Brooks,ifranklin@example.org,197-545-0639x665,"989 Joshua Camp Apt. 129
Antoniohaven, WY 89194",4(oG7mhiOV,manager,67202,head-manager
Jennifer Tanner,Michelle Richardson,cindy63@example.org,195.910.2303x3622,"03259 Gonzalez Road Apt. 597
Mccarthychester, CA 12176",!^0eHVVw2P,manager,51007,attendant-manager
Christopher Patterson,Melanie Gonzalez,clopez@example.net,(274)652-1358,"03305 Garcia Coves
Ellistown, NE 33058",c#8_ILtj#8,manager,78020,chef-manager
Kayla Lin DDS,Sarah Sweeney,sstrickland@example.com,+1-593-327-4578x306,"6315 Patterson Lake Apt. 644
Port Samanthashire, TN 53924",Oz6&VJe!#!,manager,32874,head-manager
James Griffith,Joseph Morgan,ruizregina@example.com,8932796775,"793 Aaron Estates
Lake Elijah, WI 49382",b1Gsk5La(!,manager,63075,head-manager
David Dickerson,Elizabeth Deleon,sethhayes@example.net,+1-203-708-3487x48500,"858 Michael Terrace Apt. 377
Port Rachelview, MD 53184",qs4JA#SNZ$,manager,30580,attendant-manager
Danielle Thomas,Greg Jenkins,laurasantos@example.org,+1-978-445-2866x20448,"177 Simpson Ridge Suite 071
Wallsville, IA 94393",&UO0dIIgs@,manager,75997,attendant-manager
Morgan Woodward MD,Christopher Velasquez,michaelcollins@example.org,(393)100-6426x5124,"9341 Harvey Road Apt. 592
Stephanieton, NH 66569",+p&%SubUC0,manager,62695,head-manager
Edward Riddle,Nicholas Smith,jacqueline23@example.org,283.876.8442x6048,"53510 Brittany Haven
Jordanshire, WY 64913",UorLp#Ms#3,manager,68407,hr-manager
Chelsea Galvan,Karen Mcbride,catherineking@example.net,3292651216,"7144 Murray Ville
New Bradley, NC 48210",%A1UJmy389,manager,74274,attendant-manager
Tiffany Perez,Anna Cole,rwilson@example.com,001-774-324-4312x398,"3170 Lewis Walks Apt. 990
Smithton, ME 15246",)ckGxly6G1,manager,55320,attendant-manager
John Cabrera,Willie Jackson,perezshane@example.com,345.865.3989x4967,"150 Coleman Vista
Alvinstad, MO 67294",g56xZiSs$F,manager,68154,hr-manager
Jessica Small,Alexander Gentry,rhall@example.com,256-234-8081,"93276 Charles Via Apt. 757
Wallacebury, SC 87242",+2AVkbQi#i,manager,48230,attendant-manager
Frank Pugh,Brandon Johnson Jr.,brenda27@example.com,311-298-6800x48140,"30106 Edwards Prairie
New Michaelshire, ME 85847",09E(fCCO(q,manager,79359,attendant-manager
Jon Chapman,Joanna Mcgrath,robert23@example.com,+1-737-084-5035x9931,"77486 Pratt Spurs
Lauraton, SC 70102",r!n4u*2sFB,manager,65539,hr-manager
Angelica Ramirez,Lisa Johnson,smiller@example.net,001-070-134-1841x822,"9739 Wiggins Track
Romanland, WI 61602",4VVvTKb&@6,manager,62415,hr-manager
Tiffany Brown,Terri Dickson,randymartin@example.com,2422232471,"069 Joshua Ridges
Tylermouth, LA 22026",voxPJsmk*3,manager,78664,trainee-manager
Russell Cruz,Thomas York,jennifer31@example.com,(579)813-1690x14610,"42236 Taylor Port Apt. 502
Port George, AZ 32107",c@S4(SDAne,manager,54296,db-manager
James Durham,Benjamin Flores,petersmith@example.org,(944)533-8359x228,"13425 Mark Lock Apt. 008
New Ericachester, MT 39565",T)yLs3Feyp,manager,42861,hr-manager
Wanda Mclaughlin,April Zamora,james31@example.net,+1-501-875-0767,"69624 Choi Motorway Suite 932
Lake Bruceview, NY 09038",6T3cZfp#T!,manager,72982,trainee-manager
Mario Park,Jeremy Franco,tommy37@example.org,+1-865-510-7094x211,"5295 Welch Springs Apt. 936
Kathleenfort, WY 51205",w4Pf5W)qV@,manager,42544,trainee-manager
Kayla Hogan,Raven Silva,wilsonmark@example.com,065-359-0595x8429,"8157 White Shoals
East Ericshire, KY 85730",$7F0p$1W1p,manager,65748,attendant-manager
Mary Lewis,Donald Kim,christopherduncan@example.org,752-802-4565x9757,"5295 Toni Square
Julieview, RI 78764",FwbyH*rI*4,manager,61701,db-manager
Christopher Bridges,Juan Dunn,elizabeth64@example.net,001-628-231-1237,"190 Erickson Burg Apt. 694
North Annette, OH 46254",*J2rLhErz#,manager,79335,attendant-manager
Kelly Pierce,Anna Shaw,toddraymond@example.org,125-902-2308,"5194 Sullivan Inlet Suite 852
Lake Douglas, GA 11186",7H(f5Se@6_,manager,70379,attendant-manager
Marcus Osborne,Michael Ponce,fowlereric@example.net,276.857.3095,"0232 Martinez Ports
West Michellemouth, ID 72764",4a_63Qd^2Y,manager,67199,trainee-manager
Carla Werner,Johnny Miller,farrellandrew@example.net,478.201.3930x478,"9550 Keith Curve
Wareberg, UT 85448",mB+L6UChn_,manager,68480,hr-manager
Lisa Ross,Samuel Brown,eeverett@example.org,+1-449-669-9713x94398,"977 Byrd Shoal
Port Madison, OK 93576",E@c58D#ax0,manager,41974,head-manager
Kyle Martin,John Martinez,dylanwebb@example.com,+1-698-133-2647x467,"2433 Rachel Parkway Suite 545
West Christopherport, KS 94072",@)rl0SSJv6,manager,42446,db-manager
Rodney Richmond,Laura Cooper,walkerchristina@example.com,448.835.4604x461,"239 Thompson Rapids
Lake Victoriahaven, OR 65425",+qEz)xoWi9,manager,32699,hr-manager
Courtney Houston,Jeremy Williamson,stephenwhite@example.net,+1-930-123-2587x72843,"63194 Jackson Forge
Port Jill, OR 25199",G@P7TLpI*L,manager,41743,chef-manager
