user_name,emp_name,email_id,phone_number,emp_address,emp_password,emp_role,salary,specialization
Kelly Myers,William Burgess,micheal37@example.net,(230)970-0140x0497,"274 Jerry Stream Apt. 232
Davidshire, UT 31539",X4k8SSx)$i,chef,63260,Djiboutian
Carrie Woods,Omar Scott,wadejoel@example.org,749-118-1996x2547,"761 Theresa Station
Steventown, NV 60939",(n@asIea%6,chef,43770,Maasai
Teresa Rangel,Zachary Adams,wellsstephanie@example.org,728-032-5674x50164,"46153 Keith View
Mcgeeburgh, ID 51842",0T%7n6VfP%,chef,68903,Lebanese
Wesley Carlson,Jennifer Castillo,james40@example.org,001-388-562-4236,"818 Nelson Rue Apt. 667
Danielland, AR 79840",zL$g2Fmc^z,chef,48877,Bolivian
Michael Mcdonald,Denise Watts,garrisonkendra@example.org,805.718.8939x31047,"PSC 0933, Box 8444
APO AP 28926",#RYX1cakw3,chef,58944,Centrafrican
Michael Hamilton,Dustin Navarro,joshua21@example.com,3629225901,"0605 Michael Keys
Dixonhaven, SD 19327",#2K+QO1xcP,chef,35401,East African
Danielle Miller,Jeffrey Thomas,heathhannah@example.com,+1-805-645-9060x38741,"910 Erik Gardens
Carlosburgh, MA 38491",@4rIc&1i1w,chef,37111,Djiboutian
Charlotte Thomas,Ricardo Serrano,rbyrd@example.com,001-057-098-9053x64000,"PSC 3591, Box 8943
APO AP 64635",%2XV1vUC#m,chef,65466,Djiboutian
Michelle Conner,Andrew Clark,mcguirecrystal@example.org,+1-618-034-7750x014,"015 Boone Course Apt. 440
South Gabrielburgh, MT 48084",C78mFqj#i#,chef,53654,Djiboutian
Dr. Toni Lyons,Sarah Cuevas,deanna43@example.net,482-490-5012x28833,"389 Johnson Alley
Williamsfort, OK 02095",x^8Ta^bcl%,chef,59503,Djiboutian
Shirley Holmes,Kimberly Rosario,gregoryhubbard@example.com,001-030-854-2174x6864,"14890 Rodney Ridges Suite 862
Mooreside, OR 98564",VtT3E__b_1,chef,40543,Gabonese
Sharon Watts,Jared Owens,nashsuzanne@example.net,138.185.4098x3268,"90690 Fox Forge
Lake Kristinfurt, NJ 95085",7$!4WvP07Y,chef,45253,Congolese
Aimee Anderson,Scott Morris,xsmith@example.org,+1-333-315-1935x636,"41582 Kristy Island
North James, OH 44679",%I8JS(Uv!7,chef,38831,Burundian 
Nancy Castro,Rebecca Cox,kjohnson@example.org,001-688-868-1300x225,"8409 Castaneda Path
Terrystad, CT 92907",+6JEl5EF#+,chef,39561,Argentinian
Paula Martin,Nathan Williams,handerson@example.net,177.487.0775x9702,"265 Stewart Rue Suite 391
West Francesmouth, WY 13706",6m$ZEgVz!z,chef,79346,Rwandan
Lindsey Barnes,Jim Taylor,devon97@example.org,001-640-908-8315,"9472 Elizabeth Fort
Seanborough, LA 75459",0($6Pl)3(D,chef,30066,Ugandan
Brittany Peck,Jessica Henry,ashley99@example.com,6965868121,"115 Jacqueline Summit Apt. 607
Amandastad, ND 26884",y^$534VjRf,chef,51320,Lebanese
Cheryl Phillips,Dr. Christine Cox,williamwest@example.net,+1-820-038-6115,"443 Colleen Stravenue Suite 007
New Michellechester, OH 33066",Ve+2L9L&@$,chef,72295,Somali
Helen Nelson,Charles Price,jonesadam@example.net,(975)978-6819x141,"616 Wolf Motorway
Johnport, NY 57596",zF4NcgnT3),chef,46778,Cameroonian
Ashley Peterson,Lindsey Bell,david13@example.org,+1-576-433-0728x01710,"987 Grant Square Suite 130
Millerville, SC 58873",1EARl&4d%k,chef,52308,Centrafrican
Ricky Mcbride,Stephanie Moore DDS,brian66@example.com,+1-944-694-5797x35833,"PSC 8476, Box 9982
APO AA 37677",eJ1@LR1gA),chef,44641,French
Joseph Cardenas,Tara Lindsey,rosekaren@example.net,001-665-926-9145x34561,"8306 Roberson Meadow Suite 061
North Juliefort, MA 28323",k8xDmiqz*4,chef,69287,North African
Mercedes Rogers DVM,Ryan Phillips MD,stevensjeremy@example.org,782.247.9655,"24049 Lonnie Park Suite 916
Lake Kenneth, NJ 96768",Ve$6ZjIrLm,chef,49330,Djiboutian
Christine Scott,Andrea Munoz,lopezkelly@example.com,605.579.5226x616,"660 English Centers
Port Tylerfurt, AZ 33966",9N4Ubxf6+#,chef,52479,Angolan
Amanda Gibbs,Jaclyn Friedman,nataliecarlson@example.org,+1-503-024-5103x828,"PSC 7421, Box 2675
APO AA 31652",_0&Y5s&E_*,chef,41981,Centrafrican
